first_name,last_name,occupation,income_level,identifier,product_name,product_type,transaction_id,customer_id,product_id,merchant_name,transaction_description,transaction_amount,type_deposit_withdrawal,transaction_date,channel
SUZI,Sherrington,Analyst Programmer,Medium,523-01-1016,Assured Home Loan,home loan,463,119,405,National Bank,home loan Deposit,21905,D,2021-12-23 00:00:00.000,Branch
MAX,Tire,Graphic Designer,Medium,722-18-2462,Health Security Plan,health insurance,7184,631,4533,National Bank,health insurance Deposit,23761,D,2021-12-02 00:00:00.000,Phone Banking
PRISCA,Regler,General Manager,Medium,633-60-3528,Emergency Personal Loan,Personal Loan,3540,968,2847,National Bank,Personal Loan Deposit,6929,D,2021-11-30 00:00:00.000,Branch
KIMBELL,Spira,Database Administrator II,Medium,818-12-5145,Supreme Current Account,current account,9199,592,1322,Yadel,current account Withdrawal,5534,W,2021-11-30 00:00:00.000,Branch
WENDI,Painten,Account Coordinator,High,465-44-8990,Emergency Personal Loan,Personal Loan,7772,49,4046,National Bank,Personal Loan Deposit,8432,D,2021-11-29 00:00:00.000,Branch
MONTE,Twinning,Developer II,Low,229-39-9193,Home Gaurd Insurance,home insurance,3700,894,1308,National Bank,home insurance Deposit,5526,D,2021-11-29 00:00:00.000,Phone Banking
DUNC,Nattriss,Paralegal,High,237-48-6023,Platinum Times Card,credit card,9084,654,1911,Twimbo,Equities Withdrawal,23432,W,2021-11-28 00:00:00.000,Branch
LLYWELLYN,Loudon,Database Administrator III,Medium,759-79-6538,Equities,Equities,9712,858,3093,Realbuzz,Equities Withdrawal,1677,W,2021-11-27 00:00:00.000,Branch
BERNETTA,Mylan,Help Desk Operator,High,440-13-6029,Jet Privilege World,credit card,4380,332,2042,Youspan,credit card Withdrawal,16188,W,2021-11-27 00:00:00.000,Branch
DARBY,Pina,Editor,High,834-01-5489,Two Wheeler Insurance,motor insurance,7068,699,273,National Bank,motor insurance Deposit,13156,D,2021-11-25 00:00:00.000,Branch
AUDRIE,O'Doghesty,Programmer Analyst III,High,084-76-5755,Home Gaurd Insurance,home insurance,5988,216,4249,National Bank,home insurance Deposit,19082,D,2021-11-25 00:00:00.000,Phone Banking
TRIXY,Hugin,Sales Representative,Low,220-26-7495,Super Saver Facility,fixed deposit,2284,915,1657,National Bank,fixed deposit Deposit,16738,D,2021-11-25 00:00:00.000,Branch
ERHARD,Barwick,Occupational Therapist,Medium,630-55-1608,Home Gaurd Insurance,home insurance,4952,211,1883,National Bank,home insurance Deposit,14691,D,2021-11-23 00:00:00.000,Phone Banking
LIA,Pablos,Librarian,Low,056-82-9748,Emergency Personal Loan,Personal Loan,8624,900,3306,National Bank,Personal Loan Deposit,6905,D,2021-11-21 00:00:00.000,Branch
SHAYLA,Lamshead,Office Assistant II,Medium,775-43-6352,Central Govt Scheme,educational loan,8528,315,3360,National Bank,educational loan Deposit,21481,D,2021-11-20 00:00:00.000,Phone Banking
TRACY,Yanson,Research Nurse,Low,484-77-2192,Super Saver Savings Account,savings account,4513,736,695,Babbleopia,current account Withdrawal,13028,W,2021-11-17 00:00:00.000,Branch
KELSY,Prue,Payment Adjustment Coordinator,Low,658-83-5985,Max Current Account,current account,583,114,468,Meetz,savings account Withdrawal,12161,W,2021-11-16 00:00:00.000,Branch
ODETTE,Tempest,Technical Writer,Low,466-53-7639,Home Gaurd Insurance,home insurance,7653,316,1854,National Bank,home insurance Deposit,21240,D,2021-11-15 00:00:00.000,Phone Banking
KINGSLEY,Glaisner,Biostatistician I,Low,662-90-6275,Health Security Plan,health insurance,5490,969,132,National Bank,health insurance Deposit,7530,D,2021-11-15 00:00:00.000,Phone Banking
SHERILYN,MacAlpin,Media Manager IV,High,830-59-9819,Jet Privilege World,credit card,10285,630,1775,Zoomlounge,credit card Withdrawal,7792,W,2021-11-13 00:00:00.000,Branch
MARYLINDA,Inchley,Quality Control Specialist,Low,042-49-5690,Assured Home Loan,home loan,9950,620,312,National Bank,home loan Deposit,4805,D,2021-11-12 00:00:00.000,Branch
ETTORE,Barhem,Clinical Specialist,High,005-17-8927,Jet Privilege World,credit card,7760,431,495,Gigashots,mutual funds Withdrawal,3853,W,2021-11-10 00:00:00.000,Branch
BARD,Harron,Web Developer III,Low,582-25-7488,Home Gaurd Insurance,home insurance,10475,874,1718,National Bank,home insurance Deposit,16265,D,2021-11-10 00:00:00.000,Phone Banking
SHELL,Openshaw,Office Assistant II,Medium,795-34-4052,Central Govt Scheme,educational loan,2180,107,2012,National Bank,educational loan Deposit,24408,D,2021-11-09 00:00:00.000,Phone Banking
JOELLE,Olivera,Senior Developer,Low,082-38-1471,Platinum Times Card,credit card,6318,725,366,Rhyloo,Equities Withdrawal,13111,W,2021-11-08 00:00:00.000,Branch
PURCELL,Bravery,Programmer Analyst III,Low,776-52-1210,Equities,Equities,2206,754,3830,Realcube,Equities Withdrawal,15329,W,2021-11-08 00:00:00.000,Branch
NICOLAI,Agett,Media Manager III,High,109-06-3695,Assured Home Loan,home loan,7326,571,2121,National Bank,home loan Deposit,10311,D,2021-11-07 00:00:00.000,Branch
MAURY,Turvey,Senior Developer,Low,860-88-0062,Super Saver Savings Account,savings account,3075,182,1909,Oodoo,current account Withdrawal,8865,W,2021-11-07 00:00:00.000,Branch
RHETTA,Grills,Social Worker,Low,893-43-7873,Two Wheeler Insurance,motor insurance,8300,719,251,National Bank,motor insurance Deposit,17534,D,2021-11-06 00:00:00.000,Branch
TONNIE,Durward,Help Desk Operator,Medium,317-22-5447,Diners Club Black,Equities,300,747,3284,Izio,credit card Withdrawal,12293,W,2021-11-04 00:00:00.000,Branch
INA,Legonidec,Senior Quality Engineer,High,464-12-0490,Super Saver Facility,fixed deposit,10635,886,480,National Bank,fixed deposit Deposit,24464,D,2021-11-03 00:00:00.000,Branch
DELORIA,Goodluck,Physical Therapy Assistant,Low,626-75-4777,Private Car Insurance,motor insurance,9990,63,241,National Bank,motor insurance Deposit,8353,D,2021-11-02 00:00:00.000,Branch
ZEDEKIAH,Boothebie,Chemical Engineer,Medium,572-13-1287,Life Protect Plus Plan,life insurance,6131,613,2780,National Bank,life insurance Deposit,8949,D,2021-10-31 00:00:00.000,Branch
HEDDA,Hartigan,Statistician IV,High,173-23-1943,Private Car Insurance,motor insurance,129,743,4683,National Bank,motor insurance Deposit,16957,D,2021-10-31 00:00:00.000,Branch
DARBY,Pina,Editor,High,834-01-5489,Super Saver Savings Account,savings account,5120,699,143,Myworks,savings account Withdrawal,9994,W,2021-10-30 00:00:00.000,Branch
GARREK,Ganter,Project Manager,Low,313-71-7667,Emergency Personal Loan,Personal Loan,7744,745,2934,National Bank,Personal Loan Deposit,13925,D,2021-10-29 00:00:00.000,Branch
KENDELL,Garnsworthy,Structural Engineer,Low,983-72-8749,Home Gaurd Insurance,home insurance,5227,325,610,National Bank,home insurance Deposit,10603,D,2021-10-28 00:00:00.000,Phone Banking
MEAGAN,Farndon,Environmental Tech,High,926-93-8094,Super Saver Savings Account,savings account,4585,988,2332,Yadel,current account Withdrawal,4949,W,2021-10-28 00:00:00.000,Branch
LEOLA,Escalante,Safety Technician IV,High,541-23-1168,Diners Club Black,credit card,8426,693,3782,Minyx,credit card Withdrawal,7565,W,2021-10-28 00:00:00.000,Branch
NORAH,Scholey,Marketing Assistant,Medium,863-15-5989,Central Govt Scheme,educational loan,8606,131,40,National Bank,educational loan Deposit,13009,D,2021-10-24 00:00:00.000,Phone Banking
YETTA,Riccardi,Financial Analyst,Medium,154-52-5602,Super Saver Facility,fixed deposit,7025,366,3384,National Bank,fixed deposit Deposit,18142,D,2021-10-23 00:00:00.000,Branch
MADELENA,Dimberline,Speech Pathologist,Low,501-55-6640,Private Car Insurance,motor insurance,10311,298,2651,National Bank,motor insurance Deposit,5367,D,2021-10-23 00:00:00.000,Branch
PIP,Grahlmans,Assistant Manager,Medium,037-42-0948,Pre-Owned Car Loan,car loan,9053,140,2104,National Bank,car loan Deposit,3741,D,2021-10-22 00:00:00.000,Phone Banking
MARYLINDA,Inchley,Quality Control Specialist,Low,042-49-5690,Jet Privilege World,credit card,9918,620,1100,Thoughtstorm,mutual funds Withdrawal,10493,W,2021-10-20 00:00:00.000,Branch
LINN,Vagg,Statistician IV,Medium,957-54-1506,Two Wheeler Insurance,motor insurance,424,563,4612,National Bank,motor insurance Deposit,20881,D,2021-10-19 00:00:00.000,Net Banking
SIMONETTE,Burnep,Web Designer I,Low,202-88-4382,Life Protect Plus Plan,life insurance,5904,686,794,National Bank,life insurance Deposit,20523,D,2021-10-19 00:00:00.000,Branch
EZIECHIELE,Dufour,Marketing Manager,Low,201-01-2865,Pre-Owned Car Loan,car loan,2944,960,48,National Bank,car loan Deposit,8626,D,2021-10-18 00:00:00.000,Phone Banking
CONSTANCE,Dreus,Administrative Assistant III,High,866-91-5823,Super Saver Facility,fixed deposit,4468,603,514,National Bank,fixed deposit Deposit,10321,D,2021-10-18 00:00:00.000,Branch
BERNIE,McIleen,Quality Control Specialist,High,538-66-6725,Life Protect Plus Plan,life insurance,4928,696,986,National Bank,life insurance Deposit,23474,D,2021-10-17 00:00:00.000,Branch
KAHALEEL,Lathleiffure,Sales Associate,High,460-69-0204,Super Saver Savings Account,savings account,4802,690,4166,Vinder,savings account Withdrawal,2222,W,2021-10-16 00:00:00.000,Branch
HARLI,Eate,Research Associate,Medium,305-71-2899,Assured Home Loan,home loan,8010,214,3577,National Bank,home loan Deposit,15299,D,2021-10-14 00:00:00.000,Branch
ZARED,Jindra,Staff Accountant II,Medium,830-27-7802,Assured Home Loan,home loan,3480,324,2328,National Bank,home loan Deposit,21421,D,2021-10-12 00:00:00.000,Branch
MAGNUM,Armstrong,Account Representative I,Low,593-55-3583,Central Govt Scheme,educational loan,740,599,3182,National Bank,educational loan Deposit,6965,D,2021-10-12 00:00:00.000,Phone Banking
RAY,Willment,General Manager,Low,512-37-2535,Home Gaurd Insurance,home insurance,6378,796,2714,National Bank,home insurance Deposit,17435,D,2021-10-11 00:00:00.000,Net Banking
WOOD,Gowler,Administrative Officer,Low,308-09-5176,Home Gaurd Insurance,home insurance,7962,972,4669,National Bank,home insurance Deposit,12484,D,2021-10-09 00:00:00.000,Net Banking
RANICE,Kinze,Electrical Engineer,Medium,206-18-3761,Pre-Owned Car Loan,car loan,6917,148,738,National Bank,car loan Deposit,10197,D,2021-10-07 00:00:00.000,Phone Banking
TIFFANI,Rudkin,Civil Engineer,High,690-88-3925,Super Saver Facility,fixed deposit,10621,615,250,National Bank,fixed deposit Deposit,16089,D,2021-10-05 00:00:00.000,Branch
BERNIE,McIleen,Quality Control Specialist,High,538-66-6725,Life Protect Plus Plan,life insurance,4370,696,986,National Bank,life insurance Deposit,14279,D,2021-10-04 00:00:00.000,Branch
ALOISIA,Ledford,Sales Associate,High,578-87-0291,Central Govt Scheme,educational loan,6817,967,2829,National Bank,educational loan Deposit,5124,D,2021-10-03 00:00:00.000,Phone Banking
DOLL,Batters,Payment Adjustment Coordinator,High,941-95-8708,Life Protect Plus Plan,life insurance,5101,118,852,National Bank,life insurance Deposit,11767,D,2021-10-03 00:00:00.000,Branch
MERRICK,Enderlein,Actuary,Low,110-63-0452,Home Gaurd Insurance,home insurance,1555,36,3992,National Bank,home insurance Deposit,14578,D,2021-09-30 00:00:00.000,Net Banking
RODRIGO,Warlaw,Legal Assistant,High,095-75-8141,Life Protect Plus Plan,life insurance,10103,523,3362,National Bank,life insurance Deposit,11824,D,2021-09-30 00:00:00.000,Branch
SHAMUS,Sulman,Clinical Specialist,High,251-03-6962,Super Saver Savings Account,savings account,6404,481,4896,Vidoo,current account Withdrawal,3036,W,2021-09-29 00:00:00.000,Branch
JAQUELYN,Fisby,Sales Representative,Medium,770-77-7976,Sweep In Facility,fixed deposit,6136,855,4485,National Bank,fixed deposit Deposit,10569,D,2021-09-28 00:00:00.000,Branch
GERI,Mix,Help Desk Operator,Medium,442-41-9468,Two Wheeler Insurance,motor insurance,5799,518,1286,National Bank,motor insurance Deposit,6682,D,2021-09-27 00:00:00.000,Net Banking
ELISABETH,Godson,Geological Engineer,High,880-43-9224,Private Car Insurance,motor insurance,268,496,2024,National Bank,motor insurance Deposit,11445,D,2021-09-27 00:00:00.000,Net Banking
DIONYSUS,Capp,Occupational Therapist,Medium,729-15-0628,Super Saver Savings Account,savings account,2895,423,1972,Photobug,savings account Withdrawal,19349,W,2021-09-25 00:00:00.000,Branch
BERNIE,McIleen,Quality Control Specialist,High,538-66-6725,Life Protect Plus Plan,life insurance,9016,696,986,National Bank,life insurance Deposit,18665,D,2021-09-25 00:00:00.000,Branch
RODDY,Bazell,Paralegal,High,076-00-8619,Health Security Plan,health insurance,6099,594,644,National Bank,health insurance Deposit,14279,D,2021-09-22 00:00:00.000,Phone Banking
GINO,Shrieves,Software Engineer II,Low,870-55-1660,Equities,Equities,10628,12,1125,Blogspan,Equities Withdrawal,13684,W,2021-09-21 00:00:00.000,Branch
ULYSSES,Noice,Chemical Engineer,High,228-47-5409,Super Saver Savings Account,savings account,3766,335,330,Katz,current account Withdrawal,14872,W,2021-09-18 00:00:00.000,Branch
BARNETT,Main,Cost Accountant,Medium,468-54-1460,Emergency Personal Loan,Personal Loan,6261,578,4898,National Bank,Personal Loan Deposit,14576,D,2021-09-17 00:00:00.000,Branch
DARBY,Pina,Editor,High,834-01-5489,Jet Privilege World,credit card,9002,699,288,Bluejam,mutual funds Withdrawal,20356,W,2021-09-17 00:00:00.000,Branch
BENNIE,Riddell,Recruiting Manager,Medium,436-58-6403,Central Govt Scheme,educational loan,8816,741,4303,National Bank,educational loan Deposit,24723,D,2021-09-15 00:00:00.000,Phone Banking
JAQUELYN,Fisby,Sales Representative,Medium,770-77-7976,Sweep In Facility,fixed deposit,174,855,4485,National Bank,fixed deposit Deposit,5006,D,2021-09-13 00:00:00.000,Branch
SILVAN,Eayres,Recruiting Manager,High,640-54-8249,Health Security Plan,health insurance,6501,815,1139,National Bank,health insurance Deposit,23538,D,2021-09-12 00:00:00.000,Phone Banking
DEHLIA,Baccup,Account Representative I,Medium,265-57-8637,Super Saver Savings Account,savings account,7318,661,2148,Brainsphere,current account Withdrawal,18289,W,2021-09-10 00:00:00.000,Branch
OBEDIAH,Stollenhof,Analyst Programmer,High,749-76-0179,Central Govt Scheme,educational loan,3517,243,817,National Bank,educational loan Deposit,4263,D,2021-09-09 00:00:00.000,Phone Banking
OLLIE,Weyland,Quality Engineer,Medium,463-66-2270,Health Security Plan,health insurance,7189,548,2033,National Bank,health insurance Deposit,23582,D,2021-09-08 00:00:00.000,Phone Banking
RODRIGO,Warlaw,Legal Assistant,High,095-75-8141,Equities,Equities,9127,523,3837,Blogtags,Equities Withdrawal,19669,W,2021-09-07 00:00:00.000,Branch
ANA,Cossington,Geologist III,Medium,767-07-8712,Home Gaurd Insurance,home insurance,918,530,2129,National Bank,home insurance Deposit,13848,D,2021-09-05 00:00:00.000,Net Banking
ESRA,Anfonsi,Compensation Analyst,Medium,420-55-7439,Pre-Owned Car Loan,car loan,3464,497,3230,National Bank,car loan Deposit,10269,D,2021-09-04 00:00:00.000,Phone Banking
ANTONIUS,Gay,Pharmacist,Medium,093-02-4554,Emergency Personal Loan,Personal Loan,324,151,211,National Bank,Personal Loan Deposit,2386,D,2021-08-03 00:00:00.000,Branch
KERMIE,Cadalleder,Staff Scientist,High,034-25-6475,Emergency Personal Loan,Personal Loan,1842,1000,3522,National Bank,Personal Loan Deposit,12799,D,2021-08-02 00:00:00.000,Branch
BENNIE,Riddell,Recruiting Manager,Medium,436-58-6403,Jet Privilege World,credit card,2767,741,2790,Shufflester,credit card Withdrawal,16015,W,2021-07-30 00:00:00.000,Branch
KERIANN,Chalkly,Graphic Designer,Medium,026-62-7338,Assured Home Loan,home loan,237,998,4818,National Bank,home loan Deposit,20012,D,2021-07-28 00:00:00.000,Branch
MERRICK,Enderlein,Actuary,Low,110-63-0452,Home Gaurd Insurance,home insurance,7627,36,3992,National Bank,home insurance Deposit,5548,D,2021-07-27 00:00:00.000,Net Banking
KERIANN,Chalkly,Graphic Designer,Medium,026-62-7338,Life Protect Plus Plan,life insurance,7841,998,3550,National Bank,life insurance Deposit,16614,D,2021-07-25 00:00:00.000,Branch
KIMBELL,Spira,Database Administrator II,Medium,818-12-5145,Home Gaurd Insurance,home insurance,4188,592,799,National Bank,home insurance Deposit,12864,D,2021-07-25 00:00:00.000,Net Banking
DAEL,Caven,Editor,High,740-33-3025,Two Wheeler Insurance,motor insurance,2579,207,2572,National Bank,motor insurance Deposit,14201,D,2021-07-22 00:00:00.000,Net Banking
INGAR,Whittle,Librarian,High,196-35-6825,Central Govt Scheme,educational loan,4957,413,3876,National Bank,educational loan Deposit,22107,D,2021-07-20 00:00:00.000,Phone Banking
EDSEL,McIlwrick,Health Coach II,High,970-63-3877,Equities,Equities,3185,588,4354,Yamia,Equities Withdrawal,19789,W,2021-07-19 00:00:00.000,Branch
DARB,Gunnell,Registered Nurse,High,105-24-0127,Super Saver Savings Account,savings account,2258,404,1796,Yodel,savings account Withdrawal,6687,W,2021-07-18 00:00:00.000,Branch
CONSTANCE,Dreus,Administrative Assistant III,High,866-91-5823,Home Gaurd Insurance,home insurance,3570,603,724,National Bank,home insurance Deposit,16431,D,2021-07-15 00:00:00.000,Net Banking
ANDREJ,Poskitt,Registered Nurse,Low,685-97-5314,Health Security Plan,health insurance,10244,921,2258,National Bank,health insurance Deposit,7361,D,2021-07-15 00:00:00.000,Phone Banking
HARLENE,Cullrford,Payment Adjustment Coordinator,Low,477-87-8674,Health Security Plan,health insurance,8504,707,2983,National Bank,health insurance Deposit,2060,D,2021-07-15 00:00:00.000,Phone Banking
CHRISTEL,Beagrie,Senior Quality Engineer,High,078-01-1555,Emergency Personal Loan,Personal Loan,9412,267,847,National Bank,Personal Loan Deposit,5290,D,2021-07-11 00:00:00.000,Branch
SHOSHANNA,Wilkes,Product Engineer,Medium,508-56-7502,Pre-Owned Car Loan,car loan,3768,488,4560,National Bank,car loan Deposit,11489,D,2021-07-07 00:00:00.000,Phone Banking
LLYWELLYN,Loudon,Database Administrator III,Medium,759-79-6538,Equities,Equities,6062,858,2730,Gabtype,Equities Withdrawal,3336,W,2021-07-07 00:00:00.000,Branch
EWAN,Triner,Compensation Analyst,Medium,185-96-2690,Super Saver Savings Account,savings account,9881,649,2152,Wikizz,current account Withdrawal,16662,W,2021-07-05 00:00:00.000,Branch
WANDIE,Schouthede,Recruiter,High,797-84-9874,Super Saver Savings Account,savings account,9180,702,4824,Brainbox,current account Withdrawal,12130,W,2021-07-05 00:00:00.000,Branch
REYNA,Keohane,VP Quality Control,High,828-83-5702,Platinum Times Card,credit card,963,860,368,Fiveclub,Equities Withdrawal,6251,W,2021-07-02 00:00:00.000,Branch
PACORRO,Skevington,Environmental Tech,High,322-73-2005,Max Current Account,current account,545,91,513,Yata,savings account Withdrawal,3679,W,2021-07-02 00:00:00.000,Branch
BRADFORD,Crosser,Food Chemist,Medium,010-07-3932,Super Saver Savings Account,savings account,5396,65,2026,JumpXS,current account Withdrawal,6053,W,2021-07-01 00:00:00.000,Branch
MEAGAN,Farndon,Environmental Tech,High,926-93-8094,Pre-Owned Car Loan,car loan,7404,988,2905,National Bank,car loan Deposit,11477,D,2021-06-29 00:00:00.000,Phone Banking
